quote,author,book,parPage,ID,tags,yellowParts,stars,favorite,dateinsert,sourceUrl,title,autorKniha,content,fileUrl,autor,vydal,folder,title,,,,,,,,,,,,
"Přicházíš ke mně každé ráno			
		 	
 
Terezie Benedikta od Kříže (Edith Stein / 1891–1942)
 
 
 
 
 
 
 
Toto je, ó Pane, tvůj královský trůn na zemi,který jsi viditelně vztyčil pro nás,a máš radost, když k němu přicházím.
Plný lásky kloníšsvůj zrak do méhoa tvé ucho naslouchámým tichým slovůma mé srdce je naplněnohlubokým pokojem.
A přece tvá láskanenachází žádné uspokojenív této výměně,po které zůstáváme rozděleni.Tvé srdce toužípo něčem větším.
Přicházíš ke mně každé ráno,jsi mým prvním pokrmem.Jím tvé tělo a piju tvou kreva děje se něco nevídaného.
Tvé tělo pronikátajemně tělo méa tvá dušese spojuje s mou:už nejsem,co jsem kdysi byla.
Převzato z knihy: Edita Steinová jako žena modlitbyAutor: Joanne MosleyováZ anglického originálu „Edith Stein: Woman of Prayer“ přeložila Monika KrškováVydalo: KNA 2011
Dále doporučujeme
Další texty Edith Stein
V Karmelitánském nakladatelství: Edith Stein",Terezie Benedikta,karmel.cz:terezie-benedikta,,255,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/624-prichazis-ke-mne-kazde-rano,Řád karmelitánů - Přicházíš ke mně každé ráno,,,,,,,,,,,,,,,,,,,
"V onen nádherný den...			
		 	K svátku všech svatých karmelitánského řádu (14. 11.)
Edita [Steinová] byla pevně zakotvena na zemi, avšak svůj pohled upírala k nebi. Ve společenství svatých viděla obraz sjednocení, ke kterému dojde na konci času, až Královna nebe ohlásí, že Židé a s nimi i všichni ostatní došli spásy:
 
 

V onen nádherný den se všichni opět setkáme,v ten den se sláva zjeví.Když nad hlavou Královny Karmelujasně zazáří koruna z hvězd,protože dvanáct kmenů nalezlo svého Pána.

Převzato z knihy: Edita Steinová jako žena modlitbyAutor: Joanne MosleyováVydalo: KNA 2011
Související
Další texty Edith Stein",Terezie Benedikta,karmel.cz:terezie-benedikta,,256,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/613-v-onen-nadherny-den,Řád karmelitánů - V onen nádherný den...,,,,,,,,,,,,,,,,,,,
"Přikázal svým andělům...			
		 	Terezie Benedikta od Kříže (Edith Stein / 1891–1942)
Když pozorujeme lidské duše v jejich osamocení a tísni, když jsme svědky jejich zápasů, jejich pádů a opětovného povstávání, smí nás provázet útěšná jistota, že jsou vyryty do Božích dlaní, že jejich cesta a cíl nejsou skryté pohledu Věčného a že On přikázal svým andělům, aby nad nimi bděli.
 
Kdo se zcela odevzdá do rukou Pána, může se spolehnout, že bude veden po jisté cestě. Co Mu člověk svěří, to se neztratí, nýbrž bude uchováno, očištěno a zušlechtěno a získá přesně odpovídající váhu a důležitost.
Je nutné, aby se člověk bez jakéhokoli lidského zajištění zcela vložil do Božích rukou. Tím hlubší a krásnější je pak prožívané bezpečí.
Vložte všechny starosti o budoucnost s důvěrou do Božích rukou a nechte se Pánem vést jako dítě. Pak máte jistotu, že nesejdete z cesty.
Převzato z knihy: Vom Endlichen zum EwigenEditor: Maria Amata Neyer OCD, 1973Přeložil: Norbert Žuška, O.Carm.
Dále doporučujeme
Víra je »temné světlo«... je »uchopením« BohaKontemplace je smrt a zmrtvýchvstání Sancta Discretio
V Karmelitánském nakladatelství: Edith Stein",Terezie Benedikta,karmel.cz:terezie-benedikta,,257,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/604-prikazal-svym-andelum,Řád karmelitánů - Přikázal svým andělům...,,,,,,,,,,,,,,,,,,,
"Přijď, Pane, a neprodlévej!			
		 	Terezie Benedikta od Kříže (Edith Stein / 1891–1942)
Když se dny stále více krátí, když (za normální zimy) začnou padat první sněhové vločky, vynořují se nesměle a tiše první vánoční myšlenky. Už z pouhého slova vánoce vychází takové kouzlo, že se mu sotva které srdce může ubránit. I jinověrci a lidé bez víry, pro něž dávný příběh betlémského dítěte nic neznamená, se chystají na svátky a uvažují, jak by mohli tu či tam zažehnout paprsek radosti. Jakoby teplý proud lásky prochází celou zemí už týdny a měsíce předem.
 
Svátek lásky a radosti – to je hvězda, k níž směřují všichni v prvních měsících zimy. – Pro křesťana a zvlášť pro katolíka je to však ještě něco jiného. Jeho vede hvězda až k jeslím s dítětem, které přináší světu pokoj. V nesčetných líbezných obrazech nám to představuje křesťanské umění; zpívají o tom staré písně, z nichž zaznívá veškeré kouzlo dětství.
Kdo žije s církví, tomu zvony zvoucí na roráty, tomu adventní písně probouzejí v srdci svatou touhu; a pro koho je přístupná nevyčerpatelná studnice posvátné liturgie, u toho klepe den co den na dveře velký prorok Vtělení mocnými slovy výzvy a příslibu: „Rosu dejte nebesa shůry, jako déšť vydejte oblaka spravedlivého! Blízko už je Pán! Klaňme se mu! Přijď, Pane, a neprodlévej! – Jeruzaléme, jásej s velikou radostí, neboť k tobě přichází tvůj Spasitel!“ Od 17. do 24. prosince volají velké antifony k Magnificat se svým počátečním „ó“ (ó Moudrosti, ó Nejvyšší, ó Kořeni Jesse, ó Klíči Davidův, ó Počátku, ó Králi národů) stále toužebněji a naléhavěji své „přijď a osvoboď nás“. A stále slibněji zaznívá: „Hle, vše se naplnilo“ (o poslední adventní neděli); a konečně: „Dnes zvíte, že přijde Pán, a zítra spatříte jeho slávu“.
Ano, když se večer rozzáří vánoční stromečky a vyměňují se dárky, tu se z duše dere nenaplněná touha a směřuje k jinému zářícímu světlu, až se rozezvučí zvony zvoucí na půlnoční a div Svaté noci se obnovuje na oltářích, vyzdobených světly a květinami: „A Slovo se stalo tělem.“ Nyní nadešel okamžik blaženého naplnění.
Převzato z knihy: Bl. Edith Stein, Vánoční tajemství
Dále doporučujeme
Víra je »temné světlo«... je »uchopením« BohaJak „rozumná“ je má důvěra... jak pošetilá je veškerá úzkost
V Karmelitánském nakladatelství: Edith Stein",Terezie Benedikta,karmel.cz:terezie-benedikta,,258,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/333-prijd-pane-a-neprodlevej,"Řád karmelitánů - Přijď, Pane, a neprodlévej!",,,,,,,,,,,,,,,,,,,
"Spolu s ním proměněni a obětováni			
		 	Když ke Spasiteli přicházíme, vkládá na nás ruce. Toto se děje ještě hlouběji, když se účastníme mše svaté v souladu se smyslem této oběti, tedy když se jen nedíváme a neposloucháme, ale když se samy spolu s ním obětujeme, úplně se mu odevzdáme, abychom spolu s ním mohly být proměněny a obětovány.
(Terezie Benedikta od Kříže /1891–1942/)",Terezie Benedikta,karmel.cz:terezie-benedikta,,259,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1297-spolu-s-nim-promeneni-a-obetovani,Řád karmelitánů - Spolu s ním proměněni a obětováni,,,,,,,,,,,,,,,,,,,
"Ani rozjímavý život nesmí přerušit naše spojení se světem			
		 	Bezprostředně před svou konverzí a potom dlouho po ní jsem se domnívala, že vést náboženský život znamená vzdalovat se všeho pozemského a žít jen myšlenkám na božské věci. Ponenáhlu jsem se naučila vidět, že se od nás chce na tomto světě něco jiného. Že ani rozjímavý život nesmí přerušit naše spojení se světem. (…) Myslím si dokonce, že čím hlouběji je člověk vtahován do Boha, tím víc zase musí v tomto smyslu vycházet do světa a vnášet tam božský život.
(Terezie Benedikta od Kříže, text z roku 1928)",Terezie Benedikta,karmel.cz:terezie-benedikta,,260,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1129-ani-rozjimavy-zivot-nesmi-prerusit-nase-spojeni-se-svetem,Řád karmelitánů - Ani rozjímavý život nesmí přerušit naše spojení se světem,,,,,,,,,,,,,,,,,,,
"Žádné dílo nepřichází na svět bez bolestí			
		 	Na svém „novém pracovišti“ (míním „Vědu kříže“) jsem jako dítě, které se pokouší o první krůčky. Duch svatý Vám musí pomáhat nejen při práci, ale také v překonávání krizí, které při práci mohou snadno vzniknout. Žádné duchovní dílo nepřichází na svět bez velikých bolestí. Také se pokouší o to, aby se zmocnilo celého člověka – a to nesmíme připustit. Je dobře, že nás řeholní povinnosti a denní pořádek chrání, že nás ochraňují, abychom se nedaly prací úplně pohltit. Ale rovnováhy nedosahujeme jen tak, snaha vyrovnat se s dílem i s povinnostmi v nás nechává své stopy…
(Terezie Benedikta od Kříže, dopis přítelkyni, 16. května 1941)",Terezie Benedikta,karmel.cz:terezie-benedikta,,261,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1098-zadne-dilo-neprichazi-na-svet-bez-bolesti,Řád karmelitánů - Žádné dílo nepřichází na svět bez bolestí,,,,,,,,,,,,,,,,,,,
"Není zapotřebí, abychom se stále pozorovali a měřili			
		 	Když se zcela a úplně vložíme do Božích rukou, můžeme důvěřovat, že On sám z nás něco udělá. Na Něm záleží, jak to dopadne. Není zapotřebí, abychom se stále pozorovali a měřili. A věřte mi ještě toto: lidé, o nichž píšete, že vám bylo dovoleno je poznat a o kterých se vám zdá, že se přibližují ideálu dokonalého křesťana, jsou právě tak ubozí, sami sebou právě tak nejistí jako vy, když se na ně podíváme zevnitř.
(Terezie Benedikta od Kříže, korespondence, úryvek z dopisu adresovaného jedné studentce)",Terezie Benedikta,karmel.cz:terezie-benedikta,,262,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1080-neni-zapotrebi-abychom-se-stale-pozorovali-a-merili,"Řád karmelitánů - Není zapotřebí, abychom se stále pozorovali a měřili",,,,,,,,,,,,,,,,,,,
"Už nejsem ta, co kdysi bývala			
		 	Pohledem láskyplnýmhledíš mi do očí a poslouchášmá slova šeptanáa do hlubin srdceplníš mě pokojem.
Tvá láska ale nemá dostna této výměněpřipouštějící rozloučení.Tvé srdce chce víc.
Tvé tělo tajuplněprorůstá méa duše tvoje s moustává se jedinou.
Už nejsem ta, co kdysi bývala.
Přicházíš a zase jdeš,po tobě ale setba je tuk budoucí slávě zasetáukryta v těle, co je prach.
(Terezie Benedikta od Kříže, báseň)",Terezie Benedikta,karmel.cz:terezie-benedikta,,263,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1035-uz-nejsem-ta-co-kdysi-byvala,"Řád karmelitánů - Už nejsem ta, co kdysi bývala",,,,,,,,,,,,,,,,,,,
"Čistý souzvuk všech bytostí			
		 	Což nejsi sladkou písní lásky a svaté bázně, která věčně zní u Božího trůnu a spojuje v sobě čistý souzvuk všech bytostí? Souzvuk, který spojuje hlavu s údy a v němž každý blaženě nachází skrytý smysl svého bytí: Duchu Svatý – věčný Jásote!
(Terezie Benedikta od Kříže, úryvek ze svatodušní novény 1937)",Terezie Benedikta,karmel.cz:terezie-benedikta,,264,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/947-cisty-souzvuk-vsech-bytosti,Řád karmelitánů - Čistý souzvuk všech bytostí,,,,,,,,,,,,,,,,,,,
"Vedeš mne jako ruka matky			
		 	
 
 
 
 
 
Kdo jsi, Světlo, jež mne naplňuješ a osvěcuješ temnotu mého srdce?Vedeš mne jako ruka matky,a kdybys mě opustilo,nemohla bych jít ani o krok dál.Jsi prostor, který obepíná mé bytía ukrývá je v sobě.Jsi mi bližší než já sama sobě,niternější než mé nejhlubší nitro,a přesto neuchopitelný a neobsáhnutelný,pronikáš každé jméno:Duchu Svatý – věčná Lásko!
(Terezie Benedikta od Kříže, úryvek ze svatodušní novény 1937)",Terezie Benedikta,karmel.cz:terezie-benedikta,,265,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/945-vedes-mne-jako-ruka-matky,Řád karmelitánů - Vedeš mne jako ruka matky,,,,,,,,,,,,,,,,,,,
"I ten, kdo je zatěžkán břemenem hříchů			
		 	Dokonce i ten nejubožejší člověk a ten, kdo je zatěžkán břemenem hříchů, si může stoupnout před Pána a modlit se za někoho jiného. Hlavně proto, že Pán není pouze spravedlivý, ale především milosrdný.
(sv. Terezie Benedikta od Kříže)",Terezie Benedikta,karmel.cz:terezie-benedikta,,266,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/821-i-ten-kdo-je-zatezkan-bremenem-hrichu,"Řád karmelitánů - I ten, kdo je zatěžkán břemenem hříchů",,,,,,,,,,,,,,,,,,,
"Budeme-li pít ze Spasitelova pramene každý den			
		 	Přijímáme z Pánových rukou nový rok a nevíme, zdali se dožijeme jeho konce. Avšak budeme-li pít ze Spasitelova pramene každý den, pak se každým dnem budeme hlouběji nořit do věčného života. A až zazní Pánovo volání, budeme připraveni zbavit se břemen tohoto života lehce a s radostí.
(sv. Terezie Benedikta od Kříže, Skrytý život)",Terezie Benedikta,karmel.cz:terezie-benedikta,,267,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/806-budeme-li-pit-ze-spasitelova-pramene-kazdy-den,Řád karmelitánů - Budeme-li pít ze Spasitelova pramene každý den,,,,,,,,,,,,,,,,,,,
"Každou modlitbou se v Církvi něco děje			
		 	Každá opravdová modlitba je modlitbou celé Církve. Každou modlitbou se v Církvi něco děje. Každou modlitbou se modlí sama Církev, neboť je to sám Duch svatý, který v každé jednotlivé duši za nás prosí vzdechy, které nelze vyjádřit.
(Terezie Benedikta od Kříže, Modlitba církve, příspěvek do sborníku Akademické jednoty, 1936)",Terezie Benedikta,karmel.cz:terezie-benedikta,,268,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1076-kazdou-modlitbou-se-v-cirkvi-neco-deje,Řád karmelitánů - Každou modlitbou se v Církvi něco děje,,,,,,,,,,,,,,,,,,,
"Na této zemi nemáme žádné místo k trvalému pobytu			
		 	Už Ježíšovo narození ve stáji a útěk do Egypta signalizovaly, že Syn člověka nebude mít kam hlavu složit. Každý, kdo ho následuje, si musí uvědomit, že na této zemi nemáme žádné místo k trvalému pobytu… V dnešní době je dobré si připomínat, že chudoba znamená i připravenost opustit svůj milovaný klášter.
(sv. Terezie Benedikta od Kříže, Skrytý život)",Terezie Benedikta,karmel.cz:terezie-benedikta,,269,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/802-na-teto-zemi-nemame-zadne-misto-k-trvalemu-pobytu,Řád karmelitánů - Na této zemi nemáme žádné místo k trvalému pobytu,,,,,,,,,,,,,,,,,,,
"Svatá Terezie Benedikto od Kříže, oroduj za nás!			
		 	Milá matko,dovolte mi, prosím, nabídnout sebe samu Srdci Ježíšovu jako smírnou oběť za opravdový mír: aby se panství Antikrista, pokud je to možné, zhroutilo bez nové světové války a aby mohl být nastolen nový řád. Prosím o povolení ještě dnes, protože už odbíjí dvanáctá hodina. Vím, že já nejsem nic, ale tak to chce Ježíš a on k tomu v těchto dnech určitě povolá mnoho dalších.
(Terezie Benedikta od Kříže /1891–1942/, dopis převorce, Květná neděle, 26. března 1939)",Terezie Benedikta,karmel.cz:terezie-benedikta,,270,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1288-svata-terezie-benedikto-od-krize-oroduj-za-nas,"Řád karmelitánů - Svatá Terezie Benedikto od Kříže, oroduj za nás!",,,,,,,,,,,,,,,,,,,
"Vložit veškerou naději i obavy do jeho rukou			
		 	Být Božím dítětem znamená držet se Boha za ruku a konat jeho vůli, nikoli svoji. Znamená to vložit veškerou naději i obavy do jeho rukou a přestat si dělat starosti o vlastní budoucnost. Právě z takového postoje čerpá Boží dítě pokoj a radost. Přesto většina opravdově zbožných, a dokonce i statečných lidí ochotných přinášet oběti tento pokoj a radost postrádá… Znají sice podobenství o nebeském ptactvu a polních liliích, ale kdykoli se setkají s člověkem bez prostředků, bez stálého příjmu nebo pojištění, který si nedělá starosti o budoucnost, v úžasu nad tím kroutí hlavou.
(Terezie Benedikta od Kříže /1891-1942/, Vánoční tajemství)",Terezie Benedikta,karmel.cz:terezie-benedikta,,271,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1483-vlozit-veskerou-nadeji-i-obavy-do-jeho-rukou,Řád karmelitánů - Vložit veškerou naději i obavy do jeho rukou,,,,,,,,,,,,,,,,,,,
"Pocit nepředstavitelného bezpečí			
		 	Existuje stav spočinutí v Bohu, úplné přerušení veškeré intelektuální aktivity, kdy člověk nespřádá žádné plány, nečiní žádná rozhodnutí a poprvé doopravdy přestane jednat. Svou budoucnost prostě svěří do Boží vůle a „podřídí se osudu“. Já sama jsem tento stav do jisté míry zakusila. Přinesla mi ho životní zkušenost, při které jsem zcela vyčerpala své síly, vyschly všechny mé duchovní zdroje a ztratila jsem schopnost jednat. „Spočinutí v Bohu“ je ovšem naprosto odlišné od stavu netečnosti, jehož příčinou je nedostatek životní energie. Zatímco ten druhý stav je „klidem smrti“, ten první přináší pocit nepředstavitelného bezpečí… naplňuje mě životem do té míry, do jaké se mu sama odevzdávám…
(Terezie Benedikta od Kříže /1891-1942/, Psychische Kausalität, 1918-19)",Terezie Benedikta,karmel.cz:terezie-benedikta,,272,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1475-pocit-nepredstavitelneho-bezpeci,Řád karmelitánů - Pocit nepředstavitelného bezpečí,,,,,,,,,,,,,,,,,,,
"Pán přijme můj život za všechny			
		 	V červenci roku 1942 začali nacisté v Holandsku plošně transportovat Židy do vyhlazovacích táborů. Holandští biskupové obratem napsali pastýřský list. O přípravě listu se však dozvěděla okupační správa a nabídla biskupům, že z transportů budou vyňati všichni pokřtění Židé, ovšem pod podmínkou, že biskupové vyjádří ochotu pozměnit pastýřský list podle přání říšského ministra vnitra.
 
Biskupové nepodlehli. Utrechtský kardinál de Jong prohlásil, že o tom, co oznámí svým věřícím, rozhodne sám a že věřící mají právo vědět, co si myslí jejich biskupové a co podnikají pro záchranu ohrožených. List se četl v neděli 26. července (tedy v den mučednické smrti Tita Brandsmy). Pomsta následovala rychle: již 30. července vyšlo nařízení, že všichni katoličtí Židé mají být do týdne zařazeni do transportu. Edith Stein a její sestra Rosa byly zatčeny 2. srpna, v Osvětimi zahynuly spolu s ostatními katolíky z tohoto transportu dva týdny po přečtení listu, v neděli 9. srpna.

Jsem si jistá…, že Pán přijme můj život za všechny. Myslím na královnu Ester, která byla vyvolena, aby prosila u krále za svůj národ. Já jsem taková malá Ester, ubohá a nemohoucí, ale Král, jenž mě vyvolil, je nekonečně velký a milosrdný. A to je nesmírná útěcha.

(Terezie Benedikta od Kříže /1891–1942/, dopis přítelkyni-voršilce, 1938)",Terezie Benedikta,karmel.cz:terezie-benedikta,,273,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1436-pan-prijme-muj-zivot-za-vsechny,Řád karmelitánů - Pán přijme můj život za všechny,,,,,,,,,,,,,,,,,,,
"Jedna milost za druhou			
		 	Žádný člověk nikdy nespatřil, co Bůh koná v duši během hodin tiché modlitby. Přichází jedna milost za druhou. A všechny ostatní hodiny našeho života jsou jen poděkováním za tyto milosti.
(Terezie Benedikta od Kříže /1891–1942/, Skrytý život)",Terezie Benedikta,karmel.cz:terezie-benedikta,,274,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1419-jedna-milost-za-druhou,Řád karmelitánů - Jedna milost za druhou,,,,,,,,,,,,,,,,,,,
"To je křesťanský život			
		 	Být šťastný i v utrpení, stát nohama pevně na zemi, kráčet po zablácených a hrbolatých cestách tohoto světa a přitom spolu s Kristem sedět na trůnu po Otcově pravici; smát se a plakat s dětmi tohoto světa a zároveň bez přestání se sbory andělů zpívat chvály Bohu – to je křesťanský život, dokud nenastane ráno na věčnosti.
(Terezie Benedikta od Kříže /1891–1942/, Skrytý život)",Terezie Benedikta,karmel.cz:terezie-benedikta,,275,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1389-to-je-krestansky-zivot,Řád karmelitánů - To je křesťanský život,,,,,,,,,,,,,,,,,,,
"Ten, kdo přihlíží utrpení druhých...			
		 	Jan od Kříže sám nevyhledával své věznění. Nesleduje utrpení z pohodlí jako divák a neteoretizuje o nespravedlnosti světa. Utrpení není pocit, který si člověk občas dopřeje, ale je to základní zkušenost našeho života, která nás každodenně navštěvuje, ať se nám to líbí, nebo ne. Není to utrpení druhých, nýbrž strádání, které prožívá na vlastní kůži. Nedaří se mu držet si od utrpení odstup. Utrpení je místem, z něhož Jan píše.
 
Ten, kdo přihlíží utrpení druhých, může ještě zvážit, zdali bude následovat výzvu bránit tomu, co by nemělo být. Ale stejně tak dobře může podlehnout sklonu nechtít se vzdát oblíbených návyků, dobytého jmění či svého průměrného všedního života. Věřící člověk se může podobně pohodlně zahnízdit i v modlitbě. Nebo může filozofovat o nespravedlnostech světa nebo teologizovat o spravedlnosti Boží, a přitom zcela lhostejně míjet to, co si žádá jeho nasazení. A konečně, když toto všechno zvážíme, můžeme se rozhodnout raději si zachránit vlastní kůži a dát přednost starosti o sebe než o blaho druhého, ať už je v jakýchkoli nesnázích.
(Terezie Benedikta od Kříže /1891–1942/, Věda kříže)",Terezie Benedikta,karmel.cz:terezie-benedikta,,276,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1369-ten-kdo-prihlizi-utrpeni-druhych,"Řád karmelitánů - Ten, kdo přihlíží utrpení druhých...",,,,,,,,,,,,,,,,,,,
"Dnes je svátek svatého Šimona Stocka			
		 	Od té doby, co je tu v domě jedna postulantka, musím často myslit na naše řeholní mládí, na podivuhodnou cestu k hoře Karmel. Každá ta cesta je pozoruhodně řízena. A dějiny duší na Karmelu jsou ještě podivuhodnější. Jsou ukryty hluboko v Božském Srdci. To, o čem se nám někdy zazdá, že tomu na své cestě nerozumíme, zůstává jen prchavým zábleskem toho, co je Božím tajemstvím až do chvíle, kdy se nám to samo zjeví. Naděje, že v budoucnu nám bude všechno objasněno, je mou radostí. Víra v tajemství dějin duší nás musí posilovat, i když by nám mohlo brát odvahu to, co vidíme na sobě a na jiných.Dnes je svátek svatého Šimona Stocka. Ráno při mši svaté jsme mu zpívaly a potom ještě májovou píseň Flos Carmeli. V té je tolik příslibů!
(Terezie Benedikta od Kříže, dopis přítelkyni, 16. května 1941)",Terezie Benedikta,karmel.cz:terezie-benedikta,,277,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1350-dnes-je-svatek-svateho-simona-stocka,Řád karmelitánů - Dnes je svátek svatého Šimona Stocka,,,,,,,,,,,,,,,,,,,
"Vím, že to jeho kříž dopadá nyní...			
		 	Rozmlouvala jsem se Spasitelem. Říkala jsem mu, že vím, že to jeho kříž dopadá nyní na židovský národ, že to většina národa nechápe, ale ti, kteří pochopili, ti že musí být za všechny ochotni ten kříž na sebe vzít a nést. Já že bych to chtěla udělat, ale že nevím jak. Ať mi sám ukáže – jak. Než pobožnost skončila, byla jsem vnitřně přesvědčena, že jsem vyslyšena. Ale v čem bude záležet to mé nesení kříže, to jsem ještě nevěděla.
(Terezie Benedikta od Kříže /1891–1942/, vzpomínka na bohoslužbu v pašijovém týdnu roku 1933)",Terezie Benedikta,karmel.cz:terezie-benedikta,,278,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/56-terezie-benedikta-od-krize/1306-vim-ze-to-jeho-kriz-dopada-nyni,"Řád karmelitánů - Vím, že to jeho kříž dopadá nyní...",,,,,,,,,,,,,,,,,,,
